anonid;took_fall;took_year;tookanother;numeconclass;econmajor;Major;Major_STEM;Major_Business;Major_Finance;Major_Marketing;Major_SocSc;Major_Arts;Major_Comm;Major_Hum;female;greek;econ_hs;varsity;class_fe;class_fe2;yr_2016;treatment_class;treat2016;female_prof;instate;freshman;american;ACumGPA;gradePrinciples;small_class;grade3301;fem2016;femtreat16;female_treat;Testscore3301;top;surveyed;ecojobs_a;ecojobs_b;ecojobs_c;ecojobs_d;ecojobs_e;ecojobs_f;ecojobs_g;ecojobs_h;major_current_a;major_current_b;survey_econmajor
469;0;0;0;0;0;Applied Phys & Sport Mgmt - BS;1;0;0;0;0;0;0;0;0;;;;9;9;1;0;0;1;0;1;1;3.3;3.6700001;0;;0;0;0;;0;0;;;;;;;;;;;
470;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;;;;3;3;1;1;1;0;0;1;1;3.037;3;0;;0;0;0;;0;0;;;;;;;;;;;
471;0;0;0;0;0;Applied Phys & Sport Mgmt - BS;1;0;0;0;0;0;0;0;1;1;1;0;2;2;1;1;1;1;1;1;1;3.816;4;0;;1;1;1;;1;1;Business strategy planner;Professor;Help economies in third world countries;;;;;;Business;Psychology;0
472;0;1;1;4;1;Economics - BA;0;0;0;0;0;0;0;0;0;;;;9;9;0;0;0;1;0;1;1;3.234;3;1;1.67;0;0;0;;0;0;;;;;;;;;;;
473;0;0;0;0;0;History - BA;0;0;0;0;0;0;0;1;0;;;;9;9;1;0;0;1;0;1;1;3.25;3;0;;0;0;0;;0;0;;;;;;;;;;;
474;0;1;1;12;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1;1;2.865;2;0;3.6700001;0;0;0;.4;0;1;Wallstreet;State Department;International/ global business;CIA/ NSA;;;;;Economics;Finance;1
475;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;1;0;3;3;1;1;1;0;1;1;1;3.646;3.3299999;0;;1;1;1;;0;1;Consultant;;;;;;;;Management;Marketing;0
476;0;1;1;10;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;;;;6;6;1;0;0;1;0;1;1;2.292;.33000001;0;3.3299999;0;0;0;.7;0;0;;;;;;;;;;;
477;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;0;1;1;1;3.55;3.6700001;0;;1;1;1;;0;1;Economist;Investment banking;Accounting;;;;;;Environmental Science;Biology;0
478;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;3;3;1;1;1;0;0;1;1;3.937;4;0;;0;0;0;;1;1;Controller;Consultant;Head of Sales;Fed;;;;;Finance;;0
479;0;0;0;0;0;Undecided DCI;0;0;0;0;0;1;0;1;0;0;1;0;2;2;0;1;0;1;1;1;1;3.888;4;0;;0;0;0;;1;1;Econs professor;;;;;;;;Business;;0
480;0;0;0;0;0;International Studies - BA;0;0;0;0;1;0;0;0;0;;;;5;5;1;0;0;0;0;1;1;2.871;2;0;;0;0;0;;0;0;;;;;;;;;;;
481;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;1;0;4;4;1;1;1;1;1;1;1;1.835;2;1;;1;1;1;;0;1;Professor;Investment banker;Stocks;Analyst;Consultant;Accounting;Finance;;Marketing;Spanish;0
482;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;1;0;0;4;4;0;1;0;1;0;1;1;3.8;3;1;;0;0;1;;1;1;Investment banking;Economist;Professor;Stock market;;;;;Finance;English;0
483;0;0;0;0;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;1;1;1;0;6;6;1;0;0;1;0;1;1;3.222;2;0;;1;0;0;;0;1;;;;;;;;;Marketing;Sports Management;0
484;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;0;0;0;6;6;0;0;0;1;0;1;1;3.896;4;0;;0;0;0;;1;1;Professor;Economist;Analyst;;;;;;Accounting;;0
485;0;0;0;0;0;Undecided DCI;0;0;0;0;0;1;0;1;0;;;;5;5;0;0;0;0;0;1;1;2.575;2;0;;0;0;0;;0;0;;;;;;;;;;;
486;0;0;0;0;0;Film & Media Arts - BA;0;0;0;0;0;1;0;0;0;0;1;0;8;8;1;0;0;0;1;1;1;3.61;3.6700001;1;;0;0;0;;0;1;Business analyst;Economist;Accountant;Salesman;Business Strategist;;;;Finance;Film;0
487;0;1;1;11;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;1;1;1;0;5;5;1;0;0;0;0;1;1;3.093;3;0;2;1;0;0;.55;0;1;Econ teacher;Political job;;;;;;;Marketing;Public relations and strategic communications;0
488;0;0;1;1;0;Finance - BBA;0;0;1;0;0;0;0;0;0;;;;2;2;1;1;1;1;0;1;1;3.16;3;0;;0;0;0;;0;0;;;;;;;;;;;
489;0;0;0;0;0;Biological Sciences - BS;1;0;0;0;0;0;0;0;0;0;1;0;5;5;1;0;0;0;1;1;1;2.97;2.6700001;0;;0;0;0;;0;1;Marketing;Corporate;;;;;;;Biology;Computer Science;0
490;0;0;0;0;0;Psychology - BA;0;0;0;0;1;0;0;0;1;1;1;0;5;5;1;0;0;0;0;1;1;3.971;4;0;;1;0;0;;1;1;Business owner;CFO/Executive;Financial advisor;Teacher/Professor;Political Analyst;;;;Psychology;Business Admin;0
491;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;4;4;1;1;1;1;0;1;1;3.47;3;1;;0;0;0;;0;1;Economist;Investment banker;Banker;Politician;Entrepreneur;Real Estate;;;Finance;Political Science;0
492;0;0;0;0;0;Management - BBA;0;1;0;0;0;0;0;0;0;0;1;0;6;6;1;0;0;1;1;1;1;3.571;2.6700001;0;;0;0;0;;0;1;Economist;Economics teacher;;;;;;;Business;Spanish;0
493;0;0;0;0;0;Management Science - BS;0;1;0;0;0;0;0;0;1;;;;5;5;0;0;0;0;0;1;1;3.228;2.6700001;0;;0;0;0;;0;0;;;;;;;;;;;
494;0;0;0;0;0;Business - PMJ;0;1;0;0;0;0;0;0;1;;;;5;5;0;0;0;0;0;1;1;2.575;2;0;;0;0;0;;0;0;;;;;;;;;;;
495;0;0;0;0;0;Management Science - BS;0;1;0;0;0;0;0;0;1;1;1;0;;32;1;0;0;1;1;1;1;2.93;3;1;;1;0;0;;0;1;Accountant;Analyst;Financial planner;Banker;Hedgefund manager;;;;EMIS;;0
496;0;0;0;0;0;Environmental Studies - BA;1;0;0;0;0;0;0;0;0;;;;2;2;1;1;1;1;0;1;1;2.7;2;0;;0;0;0;;0;0;;;;;;;;;;;
497;0;0;0;0;0;Mathematics - BS;1;0;0;0;0;0;0;0;1;;;;9;9;1;0;0;1;0;1;1;3.216;1.67;0;;1;0;0;;0;0;;;;;;;;;;;
498;0;1;1;5;1;Economics - BA;0;0;0;0;0;0;0;0;0;1;1;0;2;2;1;1;1;1;0;1;1;3.241;2;0;3;0;0;0;.55;0;1;Government official;Economic analyst;;;;;;;Finance;;0
499;0;0;0;0;0;Real Estate Finance - BBA;0;0;1;0;0;0;0;0;1;1;1;0;6;6;1;0;0;1;1;1;1;3.586;2.3299999;0;;1;0;0;;0;1;Bank;Consulting;Government;Professor;;;;;World languages;Finance;0
500;0;0;0;0;0;Computer Engineering - BSCPE;1;0;0;0;0;0;0;0;1;0;1;1;2;2;1;1;1;1;1;1;1;3.816;4;0;;1;1;1;;1;1;Business analyst;Consultant;;;;;;;Computer Engineering;Minor in Management Science;0
501;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;0;0;2;2;0;1;0;1;1;1;1;3.448;3;0;;0;0;0;;0;1;;;;;;;;;Finance;Real Estate;0
502;1;1;1;4;0;Accounting - BBA;0;1;0;0;0;0;0;0;0;1;0;0;2;2;1;1;1;1;0;1;1;3.37;2.6700001;0;3.3299999;0;0;0;.65;0;1;Analytical statistics;Finance;Accounting;Business;;;;;Accounting;;0
503;0;1;1;11;1;Economics - BS;0;0;0;0;0;0;0;0;0;0;1;0;9;9;1;0;0;1;1;1;1;3.575;4;0;4;0;0;0;.7;0;1;Economics professor;Analyst;Consultant;;;;;;EMIS;;0
504;0;0;0;0;0;Computer Science - BS;1;0;0;0;0;0;0;0;0;0;0;0;6;6;1;0;0;1;0;1;1;3.289;3;0;;0;0;0;;0;1;;;;;;;;;EMIS;Computer Science;0
505;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;0;0;1;1;9;9;1;0;0;1;1;1;1;3.937;4;0;;0;0;0;;1;1;Political office;Teacher;Business;;;;;;Business;;0
506;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;0;0;0;0;9;9;1;0;0;1;0;1;0;3.546;4;0;;0;0;0;;0;1;Work at big companies;;;;;;;;Accounting;;0
507;0;1;1;11;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;;;;2;2;1;1;1;1;0;1;1;2.9;.33000001;0;3;0;0;0;.65;0;0;;;;;;;;;;;
508;0;0;0;0;0;Political Science - BA;0;0;0;0;1;0;0;0;0;0;0;0;7;7;1;0;0;0;0;1;1;4;4;1;;0;0;0;;1;1;contracted political lobbyist;Public Office;Business owner;Bank manager;Stock broker;City planner;Corporate investor;;Business Management;Political science+pre law;0
509;1;1;1;11;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;;;;3;3;0;1;0;0;0;1;1;3.062;3.6700001;0;3.6700001;0;0;0;.4;0;0;;;;;;;;;;;
510;1;1;1;1;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;3;3;0;1;0;0;0;1;1;3.344;3.3299999;0;4;0;0;0;.75;0;1;Business;;;;;;;;Finance;Economics;1
511;0;0;0;0;0;Business - PMJ;0;1;0;0;0;0;0;0;1;1;1;0;3;3;1;1;1;0;0;1;1;3.78;3;0;;1;1;1;;1;1;;;;;;;;;Marketing;Advertising;0
512;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;0;;;;2;2;0;1;0;1;0;1;1;3.496;3;0;;0;0;0;;0;0;;;;;;;;;;;
513;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;;;;5;5;1;0;0;0;0;1;1;3.012;3.6700001;0;;0;0;0;;0;0;;;;;;;;;;;
514;0;0;1;1;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;0;1;0;0;8;8;0;0;0;0;0;1;1;2.861;3.3299999;1;;0;0;0;;0;1;Economist;Businessperson;;;;;;;Finance;;0
515;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;0;0;1;0;2;2;1;1;1;1;1;1;1;3.968;4;0;;0;0;0;;1;1;Banking;Marketer;Sales Manager;Consultant;Insurance Agent;Entrepreneur;;;Marketing;;0
516;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;1;0;9;9;1;0;0;1;1;1;1;3.177;2.3299999;0;;1;0;0;;0;1;Consultant;Econ teacher;;;;;;;Finance;;0
517;0;0;0;0;0;Mechanical Engr - PMJ;1;0;0;0;0;0;0;0;0;1;1;0;5;5;1;0;0;0;1;1;1;2.97;3;0;;0;0;0;;0;1;;;;;;;;;Mechanical Engineering;;0
518;0;0;0;0;0;Biological Sciences - BS;1;0;0;0;0;0;0;0;0;1;0;0;2;2;0;1;0;1;0;1;1;3.97;4;0;;0;0;0;;1;1;Teacher;;;;;;;;Biology;Business;0
519;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;1;1;0;9;9;1;0;0;1;1;1;1;3.771;4;0;;1;0;0;;1;1;Sales;Marketing;;;;;;;Business;Physiology;0
520;0;0;1;8;1;Economics - BA;0;0;0;0;0;0;0;0;1;0;0;0;;32;1;0;0;1;0;1;1;3.784;3.3299999;1;;1;0;0;;1;1;Banking;National Treasury;Politician;;;;;;Public Policy;World Languages;0
521;0;0;0;0;0;Biological Sciences - BS;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;1;1;1;3.138;1.67;0;;1;1;1;;0;1;Financial Analyst;Tax person;Financial advisor;CEO;Entrepreneur;;;;Business;;0
522;0;1;1;1;0;Finance - BBA;0;0;1;0;0;0;0;0;0;;;;9;9;0;0;0;1;0;1;1;3.451;2;1;3.6700001;0;0;0;.6;0;0;;;;;;;;;;;
523;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;0;;;;3;3;0;1;0;0;0;1;1;3.313;3.3299999;0;;0;0;0;;0;0;;;;;;;;;;;
524;0;0;1;4;0;English - BA;0;0;0;0;0;0;0;1;1;1;0;0;;32;1;0;0;1;1;1;1;3.288;2.6700001;1;;1;0;0;;0;1;Economics teacher;Business entrepreneur;Banker/Accountant;Small Business Owner;;;;;English;Business;0
525;1;1;1;4;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;1;0;0;2;2;1;1;1;1;0;1;1;3.767;3;0;4;1;1;1;;1;1;Advising companies;Treasury or Fed jobs;;;;;;;Business;;0
526;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;0;1;0;6;6;0;0;0;1;0;1;1;3.775;3.3299999;0;;0;0;0;;1;1;Businessperson;Consultant;Financial analyst;Teacher;;;;;Business;;0
527;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;2;2;1;1;1;1;1;1;1;3.75;3.6700001;0;;0;0;0;;1;1;Banking;Accounting;Management;;;;;;Business;Sports Management;0
528;0;0;0;0;0;Mechanical Engineering - BSME;1;0;0;0;0;0;0;0;0;;;;3;3;0;1;0;0;0;1;1;2.868;3;0;;0;0;0;;0;0;;;;;;;;;;;
529;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;0;;;;7;7;1;0;0;0;0;1;1;3.57;3.6700001;1;;0;0;0;;0;0;;;;;;;;;;;
530;0;0;0;0;0;English - BA;0;0;0;0;0;0;0;1;0;;;;2;2;1;1;1;1;0;1;1;3.2;2.6700001;0;;0;0;0;;0;0;;;;;;;;;;;
531;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;;;;9;9;1;0;0;1;0;0;1;3.909;4;0;;1;0;0;;1;0;;;;;;;;;;;
532;0;0;0;0;0;Undecided DCI;0;0;0;0;0;1;0;1;0;;;;1;1;0;1;0;0;0;1;1;1.843;2;0;;0;0;0;;0;0;;;;;;;;;;;
533;1;1;1;4;1;Economics - BA;0;0;0;0;0;0;0;0;0;0;1;0;6;6;1;0;0;1;1;1;1;3.906;4;0;4;0;0;0;.75;1;1;;;;;;;;;Economics;Finance;1
534;0;0;0;0;0;4+1 Undergraduate Engineering;1;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;1;0;1;1;1;3.376;2.3299999;0;;0;0;0;;0;1;Economic Advisor;Professor;Consultant;;;;;;Computer Science;Business;0
535;0;0;0;0;0;Electrical Engineering - BSEE;1;0;0;0;0;0;0;0;0;0;1;0;;32;1;0;0;1;1;1;1;3.92;4;1;;0;0;0;;1;1;Financial analyst;Economics teacher;;;;;;;Electrical Engineering;;0
536;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;0;1;0;6;6;1;0;0;1;0;1;1;3.751;2.6700001;0;;1;0;0;;1;1;Business;Professor;Analyst;Advisor;Wall Street;;;;Accounting;;0
537;0;0;0;0;0;Management - BBA;0;1;0;0;0;0;0;0;1;0;1;0;7;7;1;0;0;0;1;1;1;3.84;3.6700001;1;;1;0;0;;1;1;Any business related job;A teaching job;;;;;;;Finance;Real estate or entrepreneur;0
538;0;0;0;0;0;Music - BA;0;0;0;0;0;1;0;0;0;;;;4;4;0;1;0;1;0;1;1;3.865;3.6700001;1;;0;0;0;;1;0;;;;;;;;;;;
539;0;1;1;11;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;1;0;0;5;5;1;0;0;0;0;1;1;3.096;3;0;3.3299999;0;0;0;.3;0;1;Marketing consultant;Financial consultant;Investment firms;Bank jobs;;;;;Finance;Marketing;0
540;0;0;0;0;0;Management Science - BS;0;1;0;0;0;0;0;0;0;1;0;0;4;4;1;1;1;1;0;1;1;3.937;3.6700001;1;;0;0;0;;1;1;Policy making in government;Teaching;Marketing;Management;;;;;Management;Business;0
541;0;0;0;0;0;Management - BBA;0;1;0;0;0;0;0;0;1;;;;9;9;1;0;0;1;0;1;0;3.582;3;0;;1;0;0;;0;0;;;;;;;;;;;
542;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;0;1;0;2;2;1;1;1;1;1;1;1;3.606;3.6700001;0;;0;0;0;;0;1;Professor;Fed Chairman;Federal Reserve;;;;;;Finance;Corporate Communications;0
543;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;1;0;2;2;0;1;0;1;0;1;1;3.8;4;0;;0;0;1;;1;1;Banking;;;;;;;;Business;;0
544;0;0;0;0;0;Applied Phys & Sport Mgmt - BS;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;1;2.822;1;0;;0;0;0;;0;1;Accountant;Banker;Investment Manager;Stock Broker;;;;;APSM;;0
545;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;0;0;6;6;0;0;0;1;0;1;1;3.97;3.6700001;0;;0;0;0;;1;1;Economist;Analyst;Teacher;;;;;;Marketing;Entrepreneurship;0
546;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;1;1;0;2;2;0;1;0;1;0;1;1;3.385;3;0;;0;0;1;;0;1;Technology;;;;;;;;Marketing;;0
547;0;0;0;0;0;Real Estate Finance - BBA;0;0;1;0;0;0;0;0;1;1;1;0;2;2;0;1;0;1;0;1;1;3.746;3.3299999;0;;0;0;1;;1;1;Banker;Economist;;;;;;;Real Estate;Marketing;0
548;1;1;1;4;1;Economics - BA;0;0;0;0;0;0;0;0;0;1;1;0;3;3;0;1;0;0;0;1;1;3.68;3.6700001;0;4;0;0;0;.4;0;1;Teacher;Federal Reserve;;;;;;;Finance;Economics;1
549;0;0;0;0;0;Advertising - PMJ;0;0;0;0;0;0;1;0;1;;;;5;5;0;0;0;0;0;1;1;2.575;1.67;0;;0;0;0;;0;0;;;;;;;;;;;
550;0;0;0;0;0;Business - PMJ;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;1;1;3.003;3;0;;0;0;0;;0;1;Econs job;;;;;;;;Marketing ;;0
551;0;1;1;4;0;Management Science - BS;0;1;0;0;0;0;0;0;0;1;0;0;5;5;0;0;0;0;0;1;1;3.855;4;0;4;0;0;0;.75;1;1;Management positions;;;;;;;;Management science;;0
552;0;0;0;0;0;General Business - BBA;0;1;0;0;0;0;0;0;0;1;1;0;3;3;0;1;0;0;0;1;1;3.65;3.3299999;0;;0;0;0;;0;1;;;;;;;;;Finance;;0
553;0;0;0;0;0;Computer Science - BS;1;0;0;0;0;0;0;0;1;;;;;32;1;0;0;0;0;0;1;3.836;3.6700001;1;;1;0;0;;1;0;;;;;;;;;;;
554;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;1;0;8;8;0;0;0;0;0;1;1;3.338;3.3299999;1;;0;0;0;;0;1;Economic advisor;Economist;;;;;;;Business Administration;;0
555;0;0;0;0;0;History - PMJ;0;0;0;0;0;0;0;1;0;0;0;0;2;2;0;1;0;1;0;1;1;3.97;4;0;;0;0;0;;1;1;Investment Banker;Loan Officer;Professor;Political Economist;Hedge fund;Private equity;;;Finance;Economics;1
556;0;0;0;0;0;Management Science - BS;0;1;0;0;0;0;0;0;1;1;0;0;2;2;0;1;0;1;0;1;1;3.4;2;0;;0;0;1;;0;1;;;;;;;;;Marketing;French;0
557;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;0;0;5;5;0;0;0;0;0;1;1;2.966;3.3299999;0;;0;0;0;;0;1;Analyst;Wallstreet broker;Financial Advisor;;;;;;Finance;Business;0
558;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;2;2;0;1;0;1;0;1;1;3.689;4;0;;0;0;0;;0;1;;;;;;;;;Finance;;0
559;1;1;1;2;0;Public Policy - BA;0;0;0;0;1;0;0;0;0;0;1;0;3;3;0;1;0;0;0;1;1;3.878;3.6700001;0;4;0;0;0;.9;1;1;Economist;Business Analyst;;;;;;;Political Science;;0
560;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;2;2;0;1;0;1;0;1;1;3.775;3.6700001;0;;0;0;0;;1;1;;;;;;;;;Finance;Accounting;0
561;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;0;1;0;6;6;0;0;0;1;0;1;1;3.65;2.3299999;0;;0;0;0;;0;1;Work at Federal Reserve;Consulting;Politician;Risk management;Professor/ Teacher/ Education;;;;Finance;Business;0
562;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;0;1;0;2;2;0;1;0;1;0;1;1;3.966;4;0;;0;0;1;;1;1;Analyst;;;;;;;;Accounting;;0
563;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;0;0;3;3;1;1;1;0;0;1;1;3.596;3;0;;0;0;0;;0;1;Econ professor;Economist;Economic advisor;;;;;;Finance;Real Estate;0
564;1;1;1;7;1;Economics - BS;0;0;0;0;0;0;0;0;1;1;0;0;7;7;0;0;0;0;0;1;1;3.522;3.3299999;1;4;0;0;0;.65;0;1;Investor;Consultant;Analyst;CEO;Business jobs;Economics teacher;;;Economics;Marketing;1
565;0;1;1;12;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;;;;3;3;0;1;0;0;0;1;1;3.048;3.3299999;0;3.3299999;0;0;0;.75;0;0;;;;;;;;;;;
566;1;1;1;4;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;2;2;0;1;0;1;0;1;1;3.679;3.3299999;0;4;0;0;0;.7;0;1;Finance;Accounting;Real Estate;;;;;;Finance;Management;0
567;0;0;0;0;0;Psychology - BA;0;0;0;0;1;0;0;0;1;0;0;0;4;4;0;1;0;1;0;1;1;2.639;2.3299999;1;;0;0;1;;0;1;Economics teacher;Wall street;Government employee;;;;;;Business;;0
568;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;1;0;0;3;3;0;1;0;0;1;1;1;3.824;3;0;;0;0;1;;1;1;Business;;;;;;;;Business;Finance;0
569;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;1;1;0;3;3;0;1;0;0;0;1;1;3.71;3.3299999;0;;0;0;1;;1;1;Hedgefund Manager;;;;;;;;Finance;Accounting;0
570;0;0;1;1;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;1;1;1;0;4;4;0;1;0;1;0;1;1;3.4;2.6700001;1;;0;0;1;;0;1;Wall street analyst;Finance analyst;Consulting;Teaching;Banking;Federal Reserve jobs;;;Business marketing;;0
571;0;0;0;0;0;Mathematics - BA;1;0;0;0;0;0;0;0;1;;;;;31;0;0;0;1;0;1;1;2.871;.33000001;0;;0;0;0;;0;0;;;;;;;;;;;
572;0;0;0;0;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;1;1;1;0;2;2;0;1;0;1;0;1;1;3.451;2.6700001;0;;0;0;1;;0;1;Economist;;;;;;;;Accounting;;0
573;0;0;0;0;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;1;1;0;0;5;5;0;0;0;0;0;1;1;3.313;2.3299999;0;;0;0;0;;0;1;Business;;;;;;;;Elementary education;Communications;0
574;0;0;0;0;0;Applied Phys & Sport Mgmt - BS;1;0;0;0;0;0;0;0;0;1;1;0;2;2;0;1;0;1;0;1;1;2.855;2;0;;0;0;0;;0;1;Politics;;;;;;;;Finance;Sports Management;0
575;0;0;0;0;0;French - BA;0;0;0;0;0;0;0;1;1;;;;1;1;0;1;0;0;0;1;1;3.269;2.6700001;0;;0;0;1;;0;0;;;;;;;;;;;
576;0;0;0;0;0;Mathematics - BS;1;0;0;0;0;0;0;0;0;;;;5;5;0;0;0;0;0;1;1;3.262;2.6700001;0;;0;0;0;;0;0;;;;;;;;;;;
577;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;0;1;0;6;6;0;0;0;1;0;1;1;3.974;3.6700001;0;;0;0;0;;1;1;Economist;The Fed;Industry/ Corporate;;;;;;Accounting;Finance;0
578;0;0;0;0;0;Advertising - BA;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;1;0;0;0;1;1;2.963;1.33;0;;0;0;1;;0;1;Accountant;Banker;Economist;Investor;;;;;Advertising;Spanish;0
579;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;1;1;0;;31;0;0;0;1;1;1;1;3.731;3;0;;0;0;0;;1;1;Econs teacher/ tutor;;;;;;;;Finance;Fashion media;0
580;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;1;1;0;6;6;0;0;0;1;0;1;1;4;4;0;;0;0;0;;1;1;Work at Federal Reserve;Consultant;Teacher/ Professor;;;;;;Business;;0
581;0;1;1;8;1;Economics - BA;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;1;1;1;2.772;2;0;2;0;0;0;.5;0;1;Econ teacher;Businessman ;Stockbroker;;;;;;Undecided;;0
582;0;0;1;9;1;Economics - BA;0;0;0;0;0;0;0;0;0;;;;8;8;0;0;0;0;0;1;1;3.096;3.3299999;1;3;0;0;0;;0;0;;;;;;;;;;;
583;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;0;0;;31;0;0;0;1;0;1;1;3.71;3.3299999;0;;0;0;0;;1;1;CFO;Investment banker;Teacher;Banker;Accountant;Advertising;Real Estate;Financial advisor;Finance;;0
584;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;0;0;0;;31;0;0;0;1;0;1;1;3.714;4;0;;0;0;0;;1;1;Stock analyst;Journalist;;;;;;;Finance;;0
585;0;1;1;14;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;1;0;0;0;1;1;2.443;2.6700001;0;2;0;0;0;;0;1;Business-related;;;;;;;;Advertising;;0
586;0;0;1;9;1;Economics - BA;0;0;0;0;0;0;0;0;0;1;1;0;3;3;1;1;1;0;0;1;1;2.571;3;0;;0;0;0;;0;1;Public Policy;Ecoomic Analyst;Fed;Trade Analyst;;;;;Business;Economics;1
587;0;0;0;0;0;Political Science - BA;0;0;0;0;1;0;0;0;0;;;;;31;0;0;0;1;0;1;1;2.096;0;0;;0;0;0;;0;0;;;;;;;;;;;
588;0;0;0;0;0;Art History - BA;0;0;0;0;0;1;0;1;1;1;0;0;2;2;0;1;0;1;0;1;1;3.14;2;0;;0;0;1;;0;1;Banking;;;;;;;;Business;;0
589;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;0;1;1;0;9;9;0;0;0;1;0;1;1;3.673;3.6700001;1;;0;0;0;;0;1;;;;;;;;;Marketing;;0
590;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;1;1;0;2;2;0;1;0;1;0;1;1;3.803;4;0;;0;0;1;;1;1;;;;;;;;;Business;Unsure;0
591;0;0;0;0;0;International Studies - BA;0;0;0;0;1;0;0;0;0;1;1;0;5;5;0;0;0;0;0;1;1;3.647;3;0;;0;0;0;;0;1;Finance position;College professor;Business management;Marketing careers;Government jobs;Small business owner;Fortune 500 type companies;Statistician;History;Spanish;0
592;0;0;0;0;0;Political Science - BA;0;0;0;0;1;0;0;0;1;;;;;32;1;0;0;0;0;0;1;3.472;3;1;;1;0;0;;0;0;;;;;;;;;;;
